Time,GLOBAL time,MPH,RPM,Voltage,Fuel Pressure,Pitot 1,Pitot 2,Pitot 3,Manifold Absolute Pressure,Lambda,pitot 4,Brake Pressure Front,Brake Pressure Rear
4880464,11/29/47_18:0:3.140,0,0,131,0,65526,65532,65529,996,255,65533,48,27
4980466,11/29/47_18:0:3.240,0,0,131,0,65526,65532,65529,996,255,65533,47,32
5080482,11/29/47_18:0:3.340,0,0,131,0,65526,65532,65529,996,255,65533,47,32
5180467,11/29/47_18:0:3.420,0,0,131,0,65526,65532,65529,996,255,65533,48,32
5286463,11/29/47_18:0:3.540,0,0,131,0,65526,65532,65529,996,255,65533,48,27
5386467,11/29/47_18:0:3.640,0,0,131,0,65526,65532,65529,996,255,65533,42,32
5493476,11/29/47_18:0:3.740,0,0,131,0,65526,65532,65529,996,255,65533,47,32
5593474,11/29/47_18:0:3.840,0,0,130,0,65526,65532,65529,997,255,65533,47,32
5693466,1/12/212_17:59:48.940,0,0,131,0,65526,65532,65529,996,255,65533,42,37
5793469,1/12/212_17:59:49.40,0,0,131,0,65526,65532,65529,996,255,65533,42,32
5893479,1/12/212_17:59:49.120,0,0,131,0,65526,65532,65529,996,255,65533,42,32
6057377,1/12/212_17:59:49.320,0,0,131,0,65526,65532,65529,996,255,65533,43,32
6157463,1/12/212_17:59:49.380,0,0,131,0,65526,65532,65529,996,255,65533,48,38
6279463,1/12/212_17:59:49.540,0,0,131,0,65526,65532,65529,996,255,65533,43,32
6379468,1/12/212_17:59:49.640,0,0,131,0,65526,65532,65529,996,255,65533,47,32
6488466,1/12/212_17:59:49.740,0,0,131,0,65526,65532,65529,996,255,65533,48,32
6588463,1/12/212_17:59:49.840,0,0,131,0,65526,65532,65529,996,255,65533,42,32
6688466,1/12/212_17:59:49.940,0,0,131,0,65526,65532,65529,996,255,65533,48,32
6788466,1/12/212_17:59:50.40,0,0,131,0,65526,65532,65529,996,255,65533,47,37
6888469,1/12/212_17:59:50.120,0,0,131,0,65526,65532,65529,996,255,65533,43,32
6997465,1/12/212_17:59:50.240,0,0,131,0,65526,65532,65529,996,255,65533,43,32
7097471,1/12/212_17:59:50.360,0,0,131,0,65526,65532,65529,996,255,65533,47,31
7197466,1/12/212_17:59:50.460,0,0,131,0,65526,65532,65529,996,255,65533,42,37
7297463,1/12/212_17:59:50.520,0,0,131,0,65526,65532,65529,997,255,65533,42,32
7397466,1/12/212_17:59:50.660,0,0,131,0,65526,65532,65529,996,255,65533,47,32
7497471,1/12/212_17:59:50.760,0,0,131,0,65526,65532,65529,996,255,65533,42,32
7610467,1/12/212_17:59:50.860,0,0,131,0,65526,65532,65529,996,255,65533,42,32
7710465,1/12/212_17:59:50.960,0,0,131,0,65526,65532,65529,996,255,65533,47,37
7810470,1/12/212_17:59:51.60,0,0,131,0,65526,65532,65529,996,255,65533,42,37
7910471,1/12/212_17:59:51.160,0,0,131,0,65526,65532,65529,996,255,65533,48,27
8014467,1/12/212_17:59:51.260,0,0,131,0,65526,65532,65529,996,255,65533,47,27
8114469,1/12/212_17:59:51.380,0,0,131,0,65526,65532,65529,997,255,65533,42,32
8214476,1/12/212_17:59:51.480,0,0,131,0,65526,65532,65529,996,255,65533,47,32
8328469,1/12/212_17:59:51.580,0,0,131,0,65526,65532,65529,996,255,65533,48,32
8430465,1/12/212_17:59:51.680,0,0,131,0,65526,65532,65529,996,255,65533,42,31
8530466,1/12/212_17:59:51.780,0,0,131,0,65526,65532,65529,996,255,65533,42,32
8630465,1/12/212_17:59:51.880,0,0,131,0,65526,65532,65529,996,255,65533,42,37
8730467,1/12/212_17:59:51.980,0,0,131,0,65526,65532,65529,996,255,65533,42,31
8830470,1/12/212_17:59:52.80,0,0,131,0,65526,65532,65529,996,255,65533,42,27
8937468,1/12/212_17:59:52.200,0,0,131,0,65526,65532,65529,996,255,65533,47,37
9037471,1/12/212_17:59:52.300,0,0,131,0,65526,65532,65529,996,255,65533,43,32
9300468,1/12/212_17:59:52.560,0,0,131,0,65526,65532,65529,996,255,65533,43,38
9400464,1/12/212_17:59:52.660,0,0,131,0,65526,65532,65529,996,255,65533,42,32
9500476,1/12/212_17:59:52.760,0,0,131,0,65526,65532,65529,996,255,65533,42,32
9601467,1/12/212_17:59:52.860,0,0,131,0,65526,65532,65529,996,255,65533,47,37
9701462,1/12/212_17:59:52.940,0,0,131,0,65526,65532,65529,996,255,65533,47,37
9814484,1/12/212_17:59:53.80,0,0,131,0,65526,65532,65529,996,255,65533,47,37
9914473,1/12/212_17:59:53.180,0,0,131,0,65526,65532,65529,996,255,65533,42,32
10019466,1/12/212_17:59:53.280,0,0,131,0,65526,65532,65529,996,255,65533,48,32
10119463,1/12/212_17:59:53.380,0,0,131,0,65526,65532,65529,996,255,65533,42,37
10219467,1/12/212_17:59:53.480,0,0,131,0,65526,65532,65529,996,255,65533,47,37
10319473,1/12/212_17:59:53.580,0,0,131,0,65526,65533,65529,996,255,65533,47,32
10419464,1/12/212_17:59:53.660,0,0,131,0,65526,65532,65529,997,255,65533,43,38
10524469,1/12/212_17:59:53.780,0,0,131,0,65526,65532,65529,996,255,65533,38,32
10624468,1/12/212_17:59:53.880,0,0,131,0,65526,65532,65529,996,255,65533,47,32
10724470,1/12/212_17:59:53.980,0,0,131,0,65526,65532,65529,996,255,65533,53,37
10824466,1/12/212_17:59:54.80,0,0,131,0,65526,65532,65529,996,255,65533,42,37
10924469,1/12/212_17:59:54.180,0,0,131,0,65526,65532,65529,996,255,65533,43,32
11024471,1/12/212_17:59:54.280,0,0,131,0,65526,65532,65529,996,255,65533,42,32
11132470,1/12/212_17:59:54.380,0,0,131,0,65526,65532,65529,996,255,65533,48,38
11232479,1/12/212_17:59:54.480,0,0,131,0,65526,65532,65529,997,255,65533,47,37
11336474,1/12/212_17:59:54.600,0,0,131,0,65526,65533,65529,996,255,65533,43,38
11476308,1/12/212_17:59:54.740,0,0,131,0,65526,65532,65529,996,255,65533,47,37
11576467,1/12/212_17:59:54.840,0,0,131,0,65526,65532,65529,996,255,65533,43,38
11676464,1/12/212_17:59:54.940,0,0,131,0,65526,65532,65529,997,255,65533,47,37
11776467,1/12/212_17:59:55.40,0,0,131,0,65526,65532,65529,996,255,65533,47,32
11885467,1/12/212_17:59:55.140,0,0,131,0,65526,65532,65529,997,255,65533,42,37
11985464,1/12/212_17:59:55.240,0,0,131,0,65526,65532,65529,996,255,65533,42,37
12085476,1/12/212_17:59:55.340,0,0,131,0,65526,65532,65529,996,255,65533,42,37
12191468,1/12/212_17:59:55.440,0,0,131,0,65526,65532,65529,996,255,65533,43,32
12291473,1/12/212_17:59:55.540,0,0,131,0,65526,65532,65529,996,255,65533,42,32
12394469,1/12/212_17:59:55.640,0,0,131,0,65526,65532,65529,996,255,65533,47,36
12496467,1/12/212_17:59:55.760,0,0,131,0,65526,65532,65529,996,255,65533,42,32
12596472,1/12/212_17:59:55.860,0,0,131,0,65526,65532,65529,996,255,65533,47,37
12700467,1/12/212_17:59:55.960,0,0,131,0,65526,65532,65529,996,255,65533,42,37
12800462,1/12/212_17:59:56.60,0,0,131,0,65526,65532,65529,996,255,65533,47,32
12900475,1/12/212_17:59:56.160,0,0,131,0,65526,65532,65529,997,255,65533,42,37
13000476,1/12/212_17:59:56.260,0,0,131,0,65526,65532,65529,996,255,65533,43,38
13100472,1/12/212_17:59:56.340,0,0,131,0,65526,65532,65529,996,255,65533,48,32
13206466,1/12/212_17:59:56.460,0,0,131,0,65526,65532,65529,996,255,65533,42,42
13306468,1/12/212_17:59:56.560,0,0,131,0,65526,65532,65529,996,255,65533,42,32
13406466,1/12/212_17:59:56.660,0,0,131,0,65526,65532,65529,996,255,65533,42,32
13506474,1/12/212_17:59:56.760,0,0,131,0,65526,65532,65529,996,255,65533,47,32
13606467,1/12/212_17:59:56.860,0,0,131,0,65526,65532,65529,996,255,65533,48,32
13706465,1/12/212_17:59:56.960,0,0,131,0,65526,65533,65529,996,255,65533,47,37
13831465,1/12/212_17:59:57.80,0,0,131,0,65526,65532,65529,996,255,65533,47,37
13931470,1/12/212_17:59:57.180,0,0,131,0,65526,65533,65529,996,255,65533,43,32
14032475,1/12/212_17:59:57.280,0,0,128,54,65526,65532,65529,997,255,65533,47,37
14132470,1/12/212_17:59:57.380,0,0,131,45,65526,65532,65529,996,255,65533,42,37
14232471,1/12/212_17:59:57.480,0,0,131,44,65526,65532,65529,996,255,65533,42,37
14332470,1/12/212_17:59:57.580,0,0,131,43,65526,65532,65529,996,255,65533,42,32
14432467,1/12/212_17:59:57.680,0,0,131,42,65526,65532,65529,996,255,65533,47,37
14537474,1/12/212_17:59:57.780,0,0,131,41,65526,65532,65529,996,255,65533,47,37
14644470,1/12/212_17:59:57.900,0,0,131,41,65526,65532,65529,996,255,65533,48,38
14744467,1/12/212_17:59:58.0,0,0,131,40,65526,65533,65529,996,255,65533,47,37
14846467,1/12/212_17:59:58.100,0,0,131,40,65526,65532,65529,996,255,65533,42,36
14948474,1/12/212_17:59:58.200,0,0,131,39,65526,65532,65529,996,255,65533,48,38
15048471,1/12/212_17:59:58.300,0,0,131,39,65526,65532,65529,996,255,65533,47,37
15163478,1/12/212_17:59:58.420,0,0,131,38,65526,65532,65529,996,255,65533,74,58
15263468,1/12/212_17:59:58.520,0,0,131,38,65526,65532,65529,996,255,65532,207,140
15363466,1/12/212_17:59:58.620,0,0,131,37,65526,65532,65529,996,255,65532,280,197
15463469,1/12/212_17:59:58.720,0,0,131,37,65526,65532,65529,996,173,65532,372,253
15563481,1/12/212_17:59:58.820,0,0,131,36,65526,65532,65529,996,168,65532,471,316
15664467,1/12/212_17:59:58.900,0,0,131,36,65526,65532,65529,996,166,65532,615,413
15772469,1/12/212_17:59:59.20,0,0,131,36,65526,65532,65529,996,166,65532,730,508
15872471,1/12/212_17:59:59.120,0,0,131,35,65526,65532,65529,996,167,65532,781,553
15976466,1/12/212_17:59:59.240,0,0,131,35,65526,65532,65529,996,167,65532,775,533
16076468,1/12/212_17:59:59.320,0,0,131,35,65526,65532,65529,996,167,65532,755,528
16176472,1/12/212_17:59:59.440,0,0,131,34,65526,65532,65529,996,168,65532,760,517
16277478,1/12/212_17:59:59.540,0,0,131,34,65526,65532,65529,997,169,65533,755,507
16377463,1/12/212_17:59:59.620,0,0,131,34,65526,65532,65529,997,169,65533,750,497
16486467,1/12/212_17:59:59.740,0,0,131,33,65526,65532,65529,996,170,65532,749,496
16589467,1/12/212_17:59:59.840,0,0,131,33,65526,65532,65529,996,171,65532,744,496
16869149,1/12/212_18:0:0.120,95,207,84,52,65526,65532,65529,995,172,65532,62,36
16968468,1/12/212_18:0:0.220,75,207,96,53,65526,65532,65529,996,169,65532,22,11
17074470,1/5/236_18:0:0.300,47,211,104,53,65526,65532,65529,996,168,65532,32,22
17174470,1/5/236_18:0:0.420,65535,263,109,54,65526,65532,65529,995,166,65532,37,32
17286468,1/5/236_18:0:0.540,1248,266,112,54,65526,65532,65529,994,162,65532,38,38
17386473,1/5/236_18:0:0.640,266,453,113,54,65526,65532,65529,993,153,65532,37,32
17486475,1/5/236_18:0:0.740,814,608,113,54,65526,65532,65529,999,141,65532,47,27
17590466,1/5/236_18:0:0.840,152,715,117,54,65526,65532,65529,994,138,65532,42,32
17690468,1/5/236_18:0:0.940,1363,465,115,54,65526,65533,65529,995,122,65532,47,32
17790473,1/5/236_18:0:1.20,1360,830,125,54,65526,65532,65529,994,120,65532,42,37
17901462,1/5/236_18:0:1.160,685,532,123,55,65526,65532,65529,987,91,65532,42,31
18001468,1/5/236_18:0:1.260,114,1327,125,55,65526,65532,65529,995,81,65532,47,31
18101483,1/5/236_18:0:1.360,62,1641,126,55,65526,65532,65529,973,81,65532,37,37
18204469,1/5/236_18:0:1.440,42,2269,130,55,65526,65532,65529,991,79,65532,47,36
18304469,1/5/236_18:0:1.560,32,3382,130,55,65526,65532,65529,948,80,65532,47,37
18410466,1/5/236_18:0:1.660,26,3600,130,55,65526,65533,65529,865,81,65532,47,32
18519467,1/5/236_18:0:1.780,21,3660,127,55,65526,65533,65529,810,84,65532,47,37
18619462,1/5/236_18:0:1.860,19,3485,125,55,65526,65533,65529,740,88,65532,47,37
18726472,1/5/236_18:0:1.980,16,3465,130,55,65526,65533,65529,728,86,65532,47,32
18826469,1/5/236_18:0:2.80,14,3306,130,55,65526,65532,65529,685,83,65532,52,42
18926473,1/5/236_18:0:2.140,0,3123,130,55,65526,65533,65529,705,85,65532,42,32
19030475,1/5/236_18:0:2.280,0,2921,130,55,65526,65532,65529,743,85,65532,47,32
19130466,1/5/236_18:0:2.380,0,2897,130,55,65526,65532,65529,776,83,65532,48,38
19242471,1/5/236_18:0:2.500,0,2770,129,55,65526,65532,65529,828,84,65532,43,38
19348463,1/5/236_18:0:2.580,0,3115,130,55,65526,65532,65529,823,79,65532,37,42
19448466,1/5/236_18:0:2.700,0,3044,129,55,65526,65532,65529,808,81,65532,47,32
19548468,1/5/236_18:0:2.800,0,2901,130,55,65526,65532,65529,859,83,65532,47,37
19648467,1/5/236_18:0:2.900,0,2964,130,55,65526,65532,65529,826,83,65532,42,32
19755004,1/5/236_18:0:3.0,0,3123,127,55,65526,65532,65529,853,83,65532,47,32
19864466,1/5/236_18:0:3.120,0,3191,130,55,65526,65532,65529,846,82,65532,47,37
19964467,1/5/236_18:0:3.220,0,3151,130,55,65526,65532,65529,863,84,65532,42,37
20064467,1/5/236_18:0:3.280,0,3020,130,55,65526,65532,65529,850,87,65532,47,32
20164467,1/5/236_18:0:3.420,0,2984,130,55,65526,65532,65529,825,84,65532,42,37
20266476,1/5/236_18:0:3.520,0,2964,129,55,65526,65532,65529,826,84,65532,53,42
20367466,1/5/236_18:0:3.620,0,3068,130,55,65526,65532,65529,870,84,65532,42,37
20467464,1/5/236_18:0:3.720,0,3107,130,54,65526,65533,65529,867,84,65532,47,42
20574471,1/5/236_18:0:3.820,0,3215,127,55,65526,65532,65529,857,83,65532,42,37
20674471,1/5/236_18:0:3.940,0,3107,127,55,65526,65532,65529,835,86,65532,42,37
20774468,1/5/236_18:0:3.980,0,3088,126,55,65526,65532,65529,840,86,65532,47,42
20874469,1/5/236_18:0:4.140,0,2960,127,54,65526,65532,65529,842,85,65532,42,32
20974470,1/5/236_18:0:4.220,0,2956,128,55,65526,65532,65529,840,83,65533,42,37
21074480,1/5/236_18:0:4.340,0,2976,128,55,65526,65532,65529,826,84,65532,42,37
21184470,1/5/236_18:0:4.420,0,3131,128,55,65526,65532,65529,839,83,65532,47,37
21284475,1/5/236_18:0:4.540,0,3203,128,55,65526,65532,65529,852,82,65532,47,36
21387473,1/5/236_18:0:4.640,0,3143,129,55,65526,65532,65529,848,85,65532,47,36
21501468,1/5/236_18:0:4.760,0,3147,129,55,65526,65532,65529,824,87,65532,37,32
21601464,1/5/236_18:0:4.840,0,3028,129,55,65526,65532,65529,835,88,65532,47,32
21701468,1/5/236_18:0:4.960,0,3024,129,55,65526,65532,65529,806,85,65532,47,37
21801468,1/5/236_18:0:5.60,0,2980,129,54,65526,65533,65529,843,86,65532,42,36
21907473,1/5/236_18:0:5.121,0,3135,128,55,65526,65532,65529,848,83,65532,43,38
22013470,1/5/236_18:0:5.261,0,3135,130,55,65526,65533,65529,832,84,65532,47,37
22165772,1/5/236_18:0:5.401,0,3080,127,55,65526,65532,65529,837,84,65532,47,37
22265466,1/5/236_18:0:5.521,0,3123,128,55,65526,65532,65529,847,86,65532,42,37
22365466,1/5/236_18:0:5.621,0,3111,128,55,65526,65532,65529,845,84,65532,48,38
22465467,1/5/236_18:0:5.681,0,3088,127,55,65526,65532,65529,832,85,65532,47,37
22575468,1/5/236_18:0:5.841,0,3012,129,55,65526,65532,65529,800,86,65532,42,37
22675466,1/5/236_18:0:5.941,0,2980,130,55,65526,65532,65529,820,85,65532,47,42
22775469,1/5/236_18:0:6.41,0,2952,130,55,65526,65532,65529,825,86,65532,48,38
22875469,1/5/236_18:0:6.141,0,2980,131,55,65526,65533,65529,812,86,65532,42,37
22975467,1/5/236_18:0:6.241,0,3107,130,55,65526,65532,65529,832,84,65532,47,37
23075467,1/5/236_18:0:6.341,0,3163,130,55,65526,65533,65529,817,85,65532,47,42
23184469,1/5/236_18:0:6.421,0,3099,126,55,65526,65533,65529,812,87,65532,47,36
23284475,1/5/236_18:0:6.541,0,3008,126,55,65526,65532,65529,793,90,65532,42,37
23391466,1/5/236_18:0:6.641,0,2948,127,55,65526,65532,65529,792,89,65532,42,37
23491468,1/5/236_18:0:6.741,0,2956,126,55,65526,65532,65529,815,88,65532,53,32
23591483,1/5/236_18:0:6.841,0,3064,127,55,65526,65532,65529,816,88,65532,42,32
23694511,1/5/236_18:0:6.961,0,3103,131,55,65526,65533,65529,829,88,65532,37,32
23794467,1/5/236_18:0:7.41,0,3115,130,55,65526,65532,65529,786,87,65532,47,42
23908468,1/5/236_18:0:7.161,0,2921,126,55,65526,65532,65529,799,89,65532,42,37
24017463,1/5/236_18:0:7.281,0,3052,130,55,65526,65532,65529,793,87,65532,42,37
24117473,1/5/236_18:0:7.381,0,3167,130,55,65526,65532,65529,818,87,65532,47,42
24223466,1/5/236_18:0:7.481,0,3111,127,55,65526,65532,65529,812,88,65533,47,37
24323478,1/5/236_18:0:7.581,0,2980,127,55,65526,65532,65529,789,92,65532,47,37
24432464,1/5/236_18:0:7.681,0,2944,127,55,65526,65533,65529,782,90,65532,47,42
24541469,1/5/236_18:0:7.801,0,3052,129,55,65526,65532,65529,801,89,65532,47,32
24641465,1/5/236_18:0:7.901,0,3119,129,55,65526,65532,65529,809,91,65532,48,43
24741464,1/5/236_18:0:7.981,0,3163,129,54,65526,65532,65529,829,89,65532,47,37
24841475,1/5/236_18:0:8.101,0,3076,129,55,65526,65532,65529,810,90,65532,42,37
24941467,1/5/236_18:0:8.201,0,3084,129,55,65526,65533,65529,821,89,65532,42,37
25055479,1/5/236_18:0:8.321,0,2996,129,55,65526,65532,65529,776,88,65533,42,36
25155466,1/5/236_18:0:8.381,0,2940,128,55,65526,65532,65529,782,89,65532,42,32
25264463,1/5/236_18:0:8.521,0,3056,129,55,65526,65532,65529,783,88,65532,47,42
25364466,1/5/236_18:0:8.621,0,3151,129,55,65526,65532,65529,816,89,65532,42,32
25464466,1/5/236_18:0:8.721,0,3135,129,55,65526,65532,65529,823,89,65532,47,32
25564469,1/5/236_18:0:8.801,0,3072,129,55,65526,65532,65529,812,89,65532,47,42
25664469,1/5/236_18:0:8.921,0,3020,129,55,65526,65532,65529,772,90,65532,47,37
25769763,1/5/236_18:0:9.21,0,2921,130,55,65526,65533,65529,792,91,65533,47,36
25926467,1/5/236_18:0:9.181,0,2933,129,55,65526,65532,65529,775,90,65532,47,32
26026466,1/5/236_18:0:9.281,0,2960,130,55,65526,65533,65529,761,89,65532,42,37
26126474,1/5/236_18:0:9.381,0,3036,130,55,65526,65533,65529,809,89,65532,42,37
26226468,1/5/236_18:0:9.481,0,3155,131,55,65526,65532,65529,820,89,65532,47,32
26326466,1/5/236_18:0:9.581,0,3131,131,55,65526,65532,65529,813,90,65532,48,38
26426464,1/5/236_18:0:9.661,0,3095,131,55,65526,65532,65529,816,90,65532,47,37
26526480,1/5/236_18:0:9.781,0,3123,131,55,65526,65532,65529,789,88,65532,47,37
26635476,1/5/236_18:0:9.901,0,2937,127,55,65526,65533,65529,777,91,65532,47,32
26747466,1/5/236_18:0:10.1,0,3012,130,55,65526,65533,65529,766,89,65533,47,37
26847463,1/5/236_18:0:10.81,0,3171,131,55,65526,65532,65529,809,91,65532,47,42
26947467,1/5/236_18:0:10.201,0,3119,131,55,65526,65533,65529,806,90,65532,42,37
27047472,1/5/236_18:0:10.301,0,3091,130,55,65526,65533,65529,778,92,65532,47,37
27150474,1/5/236_18:0:10.401,0,3060,130,55,65526,65533,65529,798,92,65533,43,38
27260467,1/5/236_18:0:10.521,0,2980,126,55,65526,65532,65529,759,89,65533,42,31
27360468,1/5/236_18:0:10.621,0,2913,127,55,65526,65532,65529,769,90,65532,42,42
27513038,1/5/236_18:0:10.761,0,3012,129,55,65526,65532,65529,755,94,65532,42,32
27612466,1/5/236_18:0:10.861,0,2921,129,55,65526,65533,65529,765,94,65532,53,38
27712470,1/5/236_18:0:10.961,0,2933,130,55,65526,65532,65529,756,90,65532,47,37
27812464,11/9/24_18:0:11.61,0,3000,130,55,65526,65532,65529,776,90,65532,47,42
27912467,11/9/24_18:0:11.161,0,3147,130,55,65526,65533,65529,804,89,65532,47,32
28019467,11/9/24_18:0:11.281,0,3032,127,55,65526,65533,65529,804,94,65532,47,42
28119467,11/9/24_18:0:11.381,0,2980,127,55,65526,65532,65529,784,92,65532,47,37
28222464,11/9/24_18:0:11.461,0,2917,127,55,65526,65533,65529,784,91,65532,47,37
28322466,11/9/24_18:0:11.581,0,2944,127,55,65526,65533,65529,794,90,65532,42,37
28422467,11/9/24_18:0:11.681,0,3004,127,55,65526,65533,65529,769,89,65532,42,42
28522464,11/9/24_18:0:11.781,0,3016,128,55,65526,65532,65529,778,90,65532,42,37
28622465,11/9/24_18:0:11.881,0,2992,128,55,65526,65533,65529,772,89,65532,42,37
28729468,11/9/24_18:0:11.981,0,2933,129,55,65526,65532,65529,752,89,65532,47,32
28831466,11/9/24_18:0:12.81,0,2972,129,55,65526,65532,65529,778,91,65532,47,42
28931463,11/9/24_18:0:12.181,0,3095,129,55,65526,65533,65529,786,90,65532,43,38
29031468,11/9/24_18:0:12.281,0,3119,128,55,65526,65533,65529,774,91,65532,42,36
29131469,11/9/24_18:0:12.381,0,3020,128,55,65526,65533,65529,776,93,65532,47,36
29232468,11/9/24_18:0:12.481,0,2921,128,55,65526,65532,65529,757,92,65532,47,37
29360464,11/9/24_18:0:12.621,0,3111,129,55,65526,65533,65529,773,90,65532,42,37
29460466,11/9/24_18:0:12.721,0,3099,129,55,65526,65532,65529,792,93,65532,42,42
29560467,11/9/24_18:0:12.821,0,2976,129,55,65526,65532,65529,778,93,65533,47,42
29660467,11/9/24_18:0:12.921,0,2937,130,55,65526,65532,65529,777,92,65532,42,37
29760463,11/9/24_18:0:13.21,0,2996,130,55,65526,65532,65529,813,93,65532,47,32
29865466,11/9/24_18:0:13.121,0,3119,128,55,65526,65532,65529,800,90,65532,42,36
29965487,11/9/24_18:0:13.221,0,3131,128,55,65526,65532,65529,803,90,65532,47,37
30106477,11/9/24_18:0:13.361,0,3028,128,55,65526,65532,65529,788,91,65532,42,36
30210463,11/9/24_18:0:13.461,0,3040,127,55,65526,65532,65529,780,89,65532,42,36
30310468,11/9/24_18:0:13.561,0,3052,127,55,65526,65533,65529,762,90,65533,42,32
30416468,11/9/24_18:0:13.681,0,3020,131,55,65526,65532,65529,779,92,65532,42,32
30519471,11/9/24_18:0:13.781,0,3008,130,55,65526,65532,65529,761,91,65532,42,32
30619466,11/9/24_18:0:13.881,0,2913,131,55,65526,65533,65529,778,90,65532,42,42
30729473,11/9/24_18:0:13.981,0,3044,127,55,65526,65532,65529,790,90,65532,42,37
30829466,11/9/24_18:0:14.81,0,3167,127,55,65526,65533,65529,780,90,65532,47,42
30929471,11/9/24_18:0:14.181,0,3040,127,55,65526,65532,65529,775,95,65532,42,37
31032463,11/9/24_18:0:14.281,0,2948,126,55,65526,65532,65529,757,94,65532,47,37
31132468,11/9/24_18:0:14.381,0,2937,126,55,65526,65532,65529,750,94,65532,47,42
31232466,11/9/24_18:0:14.481,0,2980,126,55,65526,65533,65529,776,94,65533,47,32
31341464,11/9/24_18:0:14.601,0,3103,130,55,65526,65533,65529,780,90,65532,47,37
31441468,11/9/24_18:0:14.701,0,3099,130,55,65526,65533,65529,758,89,65533,42,32
31542468,11/9/24_18:0:14.801,0,2933,130,55,65526,65532,65529,759,93,65532,42,37
31642474,11/9/24_18:0:14.901,0,2933,130,55,65526,65533,65529,763,91,65532,47,36
